Feature,Overall_Mean,Temporal_Variance,Coefficient_of_Variation,Baseline_vs_V04_Shift
Neuro_CNRSP,0.4102937606215101,0.5319581215516387,1.777639980099743,
SCOPA_PTCGBOTH,1.0855767516491353,0.16100626947368313,0.3696245933190236,-0.0013777193938035227
SCOPA_SCAU1,0.2939183163902265,0.29568723057240576,1.85007627369283,-0.06367384333486029
SCOPA_SCAU2,0.41743937232524964,0.4105180006039933,1.5348738740429213,0.04847396768402156
SCOPA_SCAU3,0.20970042796005706,0.2146232025537672,2.209220267072917,-0.13788955713504641
SCOPA_SCAU4,0.3464693295292439,0.41694490685298363,1.86369371626163,-0.04924174843889389
SCOPA_SCAU5,0.5766761768901569,0.7399731128834017,1.4916810043759965,0.09699453551912567
SCOPA_SCAU6,0.7257489300998573,0.7105763963783807,1.1614993853836042,0.0539861895794098
SCOPA_SCAU7,0.06266738082485271,0.07482209809472798,4.364890942593466,-0.03417143604059498
SCOPA_SCAU8,0.511864406779661,0.734200752489142,1.6739885431041888,0.0342077007560215
SCOPA_SCAU9,0.37716324710080285,0.5475868835883125,1.961991639415561,-0.04818091319993673
SCOPA_SCAU10,0.5759900107028184,0.7131361740304369,1.4661259535901514,0.006113213647353096
SCOPA_SCAU11,0.6154120585087406,0.7858748257171891,1.4404914566112075,0.0237280094565192
SCOPA_SCAU12,1.1250445950767036,0.8341380443980787,0.8118003368229497,-0.03963747151486119
SCOPA_SCAU13,1.5089190153407064,1.0192781532975852,0.6690836638372409,-0.02036781066294365
SCOPA_SCAU14,0.31793041926851023,0.3360899344867085,1.8234576038868036,-0.0117789798291288
SCOPA_SCAU15,0.17644959857270295,0.21529110403490304,2.62961620711405,0.011297709923664224
SCOPA_SCAU16,0.028367528991971452,0.03506237738941409,6.600839493812237,0.3761554423693644
SCOPA_SCAU17,0.27903657448706515,0.39749942853358855,2.25947282574831,-0.031142176460923477
